date,new_confirmed,category_value,category_label,Tweet_date,Tweet,TweetCluster
11-04-2020,1170,-213,Decrease the spread of COVID19,10-04-2020, RT CPHOCanada This is the time to SlowtheSpread of COVID19 PhysicalDistancing MUST go on This is a time for all faiths to VIRTUALLY RT GovCanHealth The COVID19 pandemic is new and unexpected Its normal to feel sad stressed confused scared or worried Youre not a More and more Canadians are avoiding public spacesIf your friends or family members are still going to parks and playgrounds they are risking lives Tell them to stop StayHomeSaveLives  COVID19 FlattenTheCurve  Watch live Prime Minister Justin Trudeau addresses Canadians on the COVID19 situation from Rideau Cottage in Ottawa   If your income has been impacted by COVID19 and you are eligible for the Canada Emergency Response Benefit you can apply today More info on how to apply and eligibility   Yesterday Prime Minister Justin Trudeau and DeputyPMCanada Chrystia Freeland spoke with premiers to discuss the evolving COVID19 situation Read about their discussion  Today the Government of Canada released projections on COVID19 Our actions now can determine what our country will look like in the weeks and months to come Details   New COVIDView reports hospitalization rates and deaths from COVID19 are increasing Indicators that track hospitalizations and deaths usually lag behind indicators that track illness   DYK CDCs recommendation on wearing a cloth face covering may help protect the most vulnerable from COVID19 Watch SurgeonGeneral Jerome Adams make a face covering in a few easy steps  RT SurgeonGeneral Are you worried that you or a loved one might be experiencing symptoms of COVID19 Use the new Apple screening tool Employers CDC recommends addl precautions in workplaces carrying out critical functions to protect workers amp communities An employers COVID19 toolkit should include prescreening regular monitoring wearing masks social distance amp disinfection   If you are 65 or older you are at higher risk for getting seriously ill from coronavirus Learn how you can take steps to protect yourself and slow the spread at  COVID19  Help stop the domino chain of COVID19 infection Stay home Wash your hands When out for essential trips wear a cloth face covering and keep at least 6 feet of distance between yourself and others   Is your partner or child sick with COVID19 Know their doctors number Treat symptoms with lots of fluids amp overthecounter medicines Make sure they rest If possible have them stay in a separate room Learn more about caring for someone whos sick   CDCDirector has extended the March 14 cruise ship No Sail Order to prevent the spread of COVID19 among cruise ship passengers and crew See the latest update   More and more Canadians are avoiding public spacesIf your friends or family members are still going to parks and playgrounds they are risking lives Tell them to stop StayHomeSaveLives  COVID19 FlattenTheCurve ,2
12-04-2020,1065,-105,Decrease the spread of COVID19,11-04-2020, Dont put lives at risk this weekend PhysicalDistancing means finding new ways to connect with loved ones especially over the holidaysStayHomeSaveLives  COVID19 FlattenTheCurve  This morning Prime Minister Justin Trudeau provided an update on the COVID19 pandemic Watch his full remarks   Parents Help your child stay connected with loved ones during COVID19 Encourage them to call or video chat with friends and family They can also send pictures emails or letters See more  PhysicalDistance SocialDistancing  Get updates on COVID19 by listening to your state and local authorities and CDC Stay informed but avoid too much news on the pandemic Takebreaks from the news and social media   The CDC network that tracks COVID19 hospitalization rates shows overall hospitalization rate increasing w rates increasing w age Rates in ppl 65 are highest at 39 per 100000 people Ppl 65 should take special precautions to prevent COVID19   Parents Some schools are currently offering grabandgo meals at a specific location during COVID19 Check with your school For FAQs on schools and coronavirus see   Dont put lives at risk this weekend PhysicalDistancing means finding new ways to connect with loved ones especially over the holidaysStayHomeSaveLives  COVID19 FlattenTheCurve ,2
15-04-2020,1318,-65,Decrease the spread of COVID19,14-04-2020, RT SSCCA Information overloadGet COVID19 facts from reliable sources   Web  Phone 18337844397 Watch live Prime Minister Justin Trudeau addresses Canadians on the COVID19 situation from Rideau Cottage in Ottawa   State and local health departments use CDC guidance to work with individual clinicians to make decisions about testing for the virus that causes COVID19 To learn about testing in your community visit your state or local health department website   New data show 9000 COVID19 cases in healthcare personnel were identified from 300000 cases reported to CDC from Feb 12Apr 9 If you need medical care call ahead amp wear a cloth face covering to protect HCP amp other patients CDCMMWR   One person can break a chain of COVID19 infection Help protect your family and community Stay home Wash your hands When out for essential trips wear a cloth face covering and keep at least 6 feet of distance between yourself and others   RT NIH Are you feeling a mix of emotions due to COVID19 NIMHDirector Dr Josh Gordon speaks with NIHDirector Dr Francis Collins abou RT HHSGov Together we can slow the spread of COVID19 Here are the most recent guidelines for Americans from the WhiteHouse and CDCgo RT SurgeonGeneral Wearing a cloth face covering correctly can help prevent the spread of COVID19 to others When you go out on essentia New report of 1st known transmission of SARSCoV2 in a US healthcare facility highlights quick action is essential Early recognition amp isolation of confirmed or suspected COVID19 patients amp use of PPE are critical to protecting healthcare personnel   CDC DiseaseDetectives are responding to COVID19 across the country Learn how Epidemic Intelligence Service officer Michelle Holshue supported the Washington State Department of Health and helped track the first suspected cases of the virus  Clinicians Recently recorded webinars and courses provide online COVID19 training on clinical care and infection control PPE NPIs and emergency preparedness and response Learn more   Did you know that adults 65 and older and those with an underlying medical condition are at higher risk for getting seriously ill from coronavirus Learn how to slow the spread of coronavirus and protect your loved ones at  COVID19  We can all do our part in preventing the spread of COVID19 For more info visit  ,2
18-04-2020,1470,-322,Decrease the spread of COVID19,17-04-2020, The Government of Canada is taking immediate significant and decisive action to support Canadians and businesses facing hardship as a result of the global COVID19 outbreak Learn more about the new measures to protect Canadian jobs announced today  Today Prime Minister Justin Trudeau announced new actions to protect Canadian jobs and provide more support to businesses and organizations dealing with the economic impacts of COVID19 Learn more  Watch live Prime Minister Justin Trudeau addresses Canadians on the COVID19 situation from Rideau Cottage in Ottawa   Prime Minister Justin Trudeau and DeputyPMCanada Chrystia Freeland spoke with premiers to discuss the evolving COVID19 situation Read more  RT CDCDirector Americans have come together to protect the vulnerable from COVID19 As we begin to reopen state by state people will ne Quarantine and isolation are public health practices used to protect the public by preventing exposure to people who have or may have COVID19 Learn when you may need to use these practices in your home   Do you or does someone you know communicate using American Sign Language Watch videos on COVID19 part of the ASL video series on the CDC Streaming Health YouTube channel  HCPs Today at 2pm ET log in to COCA Facebook profile or call in COCA Call Topic COVID19 in the United States Insights from Healthcare Systems Learn more about the event at   During COVID19 visit the doctor only when you need to Use telemedicine or contact your doctors office by phone or email Call before going to the doctors office or the ER More tips visit   RT CDCDirector As we begin the process of Opening Up America Again we will be aggressively focused on early COVID19 case recognition i PhysicalDistancing is important to stop the spread of COVID19 Stay home as much as possible Only go out if it is an essential trip,0
19-04-2020,1432,-38,Decrease the spread of COVID19,18-04-2020, Watch live Prime Minister Justin Trudeau addresses Canadians on the COVID19 situation from Rideau Cottage in Ottawa  The COVID19 pandemic has brought many industries to a halt and workers across the country are struggling Today the Government of Canada announced more support for workers small businesses and those in the arts culture and sports sectors Learn more   Take action to slow the spread of COVID19 by wearing a cloth face covering in public spaces keeping at least 6 feet of physical distance amp frequently washing your handsMake a cloth face covering from a tshirt scarf or cloth napkin Learn more at   Questions about your pets health during this outbreak Talk to your veterinarian if you have concerns There is no evidence at this time that pets can spread the virus that causes COVID19 Learn more about pets and COVID19   Do you have a loved one in a nursing home or assisted living facility Please protect them from COVID19 Instead of inperson visits share phone or video calls This is temporary and will protect those at higher risk of COVID19 Learn more   The latest COVIDView report shows that influenzalike illness has declined but remains elevated However COVID19 severity indicators hospitalizations and deaths are increasing See additional data  ,2
21-04-2020,1591,-454,Decrease the spread of COVID19,20-04-2020, Today Prime Minister Justin Trudeau addressed Canadians on the shooting in Portapique Nova Scotia and provided an update on COVID19 Watch his full remarks from this morning here  RT USFDA If you have fully recovered from COVID19 you may be able to help patients currently fighting the infection by donating your p RT USFDA If youve fully recovered from COVID19 you may be able to donate plasma to help others You must have complete resolution of RT SurgeonGeneral Doing your part to StayHome during the COVID19 pandemic Make sure youre adding in some physical activity Whether Reports of exposure to cleaners and disinfectants to poison centers increased substantially in March 2020 corresponding with the rise in COVID19 cases Learn more about these reports and how to safely use cleaning chemicals   Do you think you may have COVID19 Most people who get sick can take care of themselves at home If you need to see a doctor call ahead before going to their office Take precautions to protect yourself and others around you See more   During LabWeek and every day we appreciate clinical and public health laboratory professionals who are on the front lines of the nations health alongside fellow healthcare workers For laboratory biosafety guidelines for COVID19 see  ,0
24-04-2020,1778,-142,Decrease the spread of COVID19,23-04-2020, Today Prime Minister Justin Trudeau spoke with the President of Turkey Recep Tayyip Erdoan to discuss the latest developments regarding the COVID19 pandemic Read more  By supporting COVID19 research the critical work being done by our countrys scientists and vaccination efforts we will be able to better protect the health of Canadians More on todays medical research and vaccine development announcement   Today Prime Minister Justin Trudeau announced funding in support of a national medical research strategy to fight COVID19 that includes vaccine development the production of treatments and tracking of the virus Learn more  Watch live Prime Minister Justin Trudeau addresses Canadians on the COVID19 situation from Rideau Cottage in Ottawa  The Government of Canada recognizes that students and recent graduates are being significantly affected by the economic impacts of COVID19 Today Prime Minister Justin Trudeau announced support for students and new grads   The latest COVIDView report shows that adults 65 and older are experiencing the highest rates of COVID19associated hospitalizations followed by adults age 50  64 years Additional data are reported on raceethnicity by age this week Learn more   RT DepSecHargan ICYMI Last week VP announced that the administration is encouraging patients who have fully recovered from COVID19 to RT CDCDirector CDCgov to award 631 million to 64 state and local jurisdictions in support of our Nations response to COVID19 These Were still learning about how COVID19 affects animals but it appears that people can spread the virus to animals in some situations Until we know more limit contact with pets if you are sick or feeling sick For more info see   RT NIH Plasma is the liquid part of blood Ppl who have recovered from COVID19 may have antibodies proteins the immune system makes aft RT HHSGov As SurgeonGeneral explains telemedicine doesnt just help providers deliver care during the COVID19 outbreak  it can also Looking for CDC COVID19 resources for sharing on social media CDCs social media toolkit provides free sample messages and graphics for use here   Adults age 65 and those with underlying health conditions are at higher risk for severe illness from COVID19 Learn more in this video with CDCs Dr Georgina Peacock  RT CanadianPM Today Prime Minister Justin Trudeau announced funding in support of a national medical research strategy to fight COVID19 Its time to recognize Canadas volunteers  Join us in saying thank you to all the volunteers helping with Canadas response to COVID19Thank you NVW2020 CheerstoVolunteers  The GoC understands this is a difficult time for people amp wants to reassure Canadians that officials are working closely w partners to adjust flood mitigation amp response plans to align w latest advice from public health officials on COVID19  GoC has accepted a request for assistance from ON Well work with CanadianForces to help those who are vulnerable in longterm care during this pandemic Well continue to closely monitor the ongoing COVID19 pandemic and lend a hand when necessary RT Transportgc Were helping to FlattenTheCurve by preventing all travellers who have COVID19 symptoms regardless of their citizenshi RT cybercentreca The Cyber Centre is working with its partners to keep Canada safe during COVID19 Today ciranews launches CanadianSh RT StatCaneng We recently invited Canadians to fill out an online questionnaire about how COVID19 is affecting their lives The first r RT PBCCLCC The PBC is committed to fulfilling its important public safety mandate amid the unprecedented challenges posed by the COVID1,0
25-04-2020,1466,-312,Decrease the spread of COVID19,24-04-2020, Small businesses are the backbone of our communities and our economy That is why the Government of Canada announced more help is on the way for small businesses impacted by COVID19 Learn more   Prime Minister Justin Trudeau announces that the federal government has reached an agreement in principle with all provinces and territories to implement the Canada Emergency Commercial Rent Assistance for small businesses  COVID19 Watch live Prime Minister Justin Trudeau addresses Canadians on the COVID19 situation from Rideau Cottage in Ottawa  If you have diabetes you are at higher risk for getting seriously ill from coronavirus Learn how you can take steps to protect yourself and slow the spread at  COVID19  RT HHSGov You can watch CDCgovs video series on COVID19 in ASL here  AmericanSignLanguage If you have COVID19 symptoms amp want to get tested call your medical provider first You can also visit your state or local health departments website to look for local information on testing Learn more   A UPMC microbiology laboratory recently received this package of samples with a special note Thanks to all laboratory professionals for their important role in maintaining our nations health  LabWeek LabWeek2020 COVID19  Feeling sick Answer a few questions about your symptoms using Clara CDCs Coronavirus SelfChecker to help you decide if you should call your doctor   RT CEMHWCESMMT Its been another long week coping with COVID19 Its perfectly normal if you are struggling emotionally right now Bu We want to give CheerstoVolunteers  Especially to volunteers in Search and Rescue first responders and all those helping keep Canada safe and secure during COVID19 RT FCACan  Fraudsters are using the COVID19 outbreak to pose as government departments to trick individuals into revealing personal an,0
28-04-2020,1526,-79,Decrease the spread of COVID19,27-04-2020, RT CPHOCanada Todays COVID19 in  info and updates GOC website on coronavirus disease   COVID19 Sit Applications for the Canada Emergency Wage Subsidy are now open If youre a Canadian employer whose business has been affected by COVID19 you may be eligible for this wage subsidy Find out more and apply here today   Watch live Prime Minister Justin Trudeau addresses Canadians on the COVID19 situation from Rideau Cottage in Ottawa  Public Health Professionals Need COVID19 resources for sharing on social media Check out CDCs new social media toolkit for free graphics and sample messages on topics like stress and socialdistancing   Growing evidence suggests COVID19 can spread before people show symptoms presymptomatic and from people who have coronavirus but never show symptoms asymptomatic Cloth face coverings help prevent spread of COVID19 in these situationsSee QampA   Use the Coronavirus SelfChecker to help you decide when to get medical care If you develop any COVID19 symptoms that are severe or concerning get medical attention immediately Learn more   Is your child care program staying open or reopening during COVID19  Routinely clean amp disinfect surfaces amp objects that are frequently touched especially toys amp games Get more info here   RT CPHOCanada Todays COVID19 in  info and updates GOC website on coronavirus disease   COVID19 Sit,0
02-05-2020,1653,-172,Decrease the spread of COVID19,01-05-2020, Today Prime Minister Justin Trudeau spoke with BillGates and MelindaGates to discuss the latest developments regarding the COVID19 pandemic Read a summary of the call here  Today Prime Minister Justin Trudeau and DeputyPMCanada Chrystia Freeland spoke with premiers to discuss the evolving COVID19 situation Read a summary of the call here  If you must travel take these steps to protect yourself amp others from COVID19 during your trip   Several states are seeing outbreaks of COVID19 in meat and poultry processing facilities Employees in these facilities fill critical and essential roles Read what CDC and affected states have learned from responding to these outbreaks in CDCMMWR   RT SurgeonGeneral Regardless of where your state and community are in their own COVID19 curves there are steps that everyone should co COVID19 testing differs by location CDC has guidance for who should be tested but decisions about testing are at the discretion of state and local health departments andor individual clinicians Learn more   Take steps to protect yourself and slow the spread of coronavirus Learn more at  COVID19  RT cybercentreca While teleworking protect yourself and your organization from COVID19 phishing scams by following these tipsBe vi,0
04-05-2020,1298,-1462,Decrease the spread of COVID19,03-05-2020, Families are feeling the social and economic impacts of COVID19 in their everyday lives Today Prime Minister Justin Trudeau highlighted that families receiving the Canada Child Benefit will get 300 extra per child in May to help them deal with added pressures  RT PSPCSPAC Today the GoC announced the creation of the COVID19 Supply Council This diverse group of leaders will provide advice to g RT GovCanHealth We all have a responsibility to practice physicaldistancing even if we dont have COVID19 symptoms Learn more about h RT Transportgc In response to COVID19 an official global travel advisory is in effect Avoid all nonessential travel until further no RT CPHOCanada Todays COVID19 in  info and updatesGOC website on coronavirus disease COVID19 Situa Prime Minister Justin Trudeau announces an investment to develop expand and launch virtual care and mental health tools to support Canadians and help ease the burden on our health care system as we continue to deal with COVID19  Today Prime Minister Justin Trudeau highlighted that families receiving the Canada Child Benefit will get 300 extra per child in May to help them deal with the added pressures of COVID19 Learn more  Watch live Prime Minister Justin Trudeau addresses Canadians on the COVID19 situation from Rideau Cottage in Ottawa  The hospitalization rates for COVID19 in older people right now are similar to what is typically seen during a high severity flu season Learn more  According to the latest COVIDView report adults 65 years and older have the highest COVID19associated hospitalization rate followed by adults age 50 to 64 years Children have the lowest rates of COVIDrelated hospitalizations  Protect yourself from COVID19 while getting gas Use disinfecting wipes on handles amp buttons of gas pump before you touch them After you get gas amp pay wash your hands or use hand sanitizer with gt60 alcohol For more tips visit   Everyone can help prevent the spread of COVID19 Call your doctor if you have symptoms or have been in close contact with a person known to have COVID19 Learn more   Get your information about COVID19 from reliable sources like GovCanHealth CPHOCanada and  local provincial or territorial public health authorities  ,0
05-05-2020,1274,-24,Decrease the spread of COVID19,04-05-2020, Earlier today Prime Minister Justin Trudeau joined leaders from other countries civil society and industry to work together on accelerating the global development of COVID19 vaccines treatments and testing Learn more   Today Prime Minister Justin Trudeau joined other global leaders to launch the Coronavirus Global Response Learn more  Watch live Prime Minister Justin Trudeau addresses Canadians on the COVID19 situation from Rideau Cottage in Ottawa  Today Prime Minister Justin Trudeau spoke with the Prime Minister of Pakistan ImranKhanPTI to discuss the latest developments regarding the COVID19 pandemic Read a summary of the call here  RT HHSGov This year SpringCleaning takes on new importance Use these tips to target the novel coronavirus that causes COVID19 https When you wear a cloth face covering you help protect those around you from COVID19 Help keep each other safe by continuing to properly wear cloth face coverings every time the entire time youre in public Learn more   Were still learning about how COVID19 affects animals but it appears that people can spread the virus to animals in some situations Until we know more limit contact with pets if you are sick or feeling sick For more info see   DYK CDC is leading a new national partnership that coordinates rapid genomic sequencing of the virus that causes COVID19 This will help experts learn more about the virus and prevent disease spread Learn more   Its important to avoid close contact with people stay home and wash your hands frequentlyLearn more ways to protect yourself and others at  coronavirus COVID19  DYK essential services workers like information and communication techs continue to work at times in close proximity taking precautions and wearing PPE during the COVID19 pandemicThey ensure you have internet and phone services   This EPWeek2020 we thank all those on the frontlines of the fight against COVID19 for their courage and commitment We commend you for your service to Canadians every day but especially for your incredible efforts during this challenging time  RT CSCSCCen Its MentalHealthWeek With PhysicalDistancing measures in place due to COVID19 its the perfect time to focus on how i,0
